"id","date","open","low","high","close","volume"
90,"900926100","155.11","155.11","164.03999","164.03999","5010"
91,"901012500","160.75999","160.75999","162.41","162.41","6065"
92,"901098900","170.64999","161.57001","170.64999","161.57001","15475"
93,"901185300","168.48","161.52","168.48","161.52","10584"
94,"901444500","158.64999","158.64999","160.14","160.14","6412"
95,"901530900","168.53","160.96001","168.53","160.96001","705"
96,"901617300","158.71001","158.71001","161.21001","161.21001","269"
97,"901703700","167.95","160.97","167.95","160.97","15332"
98,"901790100","153.27","153.27","161.28999","161.28999","11450"
99,"902049300","164.00999","161.85001","164.00999","161.85001","11325"
100,"902135700","159.47","159.47","162.07001","162.07001","5861"
101,"902222100","153.21001","153.21001","162.16","162.16","11532"
102,"902308500","155.42","155.42","162.37","162.37","7678"
103,"902394900","173.63","163.75999","173.63","163.75999","3839"
104,"902567700","229.69","226.84","229.69","226.84","16995"
105,"902740500","156.37","156.37","164.25","164.25","675"
106,"902826900","169.44","164.77","169.44","164.77","15833"
107,"902913300","156.87","156.87","165.42999","165.42999","11129"
108,"902999700","156.85001","156.85001","166.02","166.02","8195"
109,"903345300","166.11","166.11","166.28","166.28","7388"
110,"903431700","170.56","165.75","170.56","165.75","12352"
111,"903518100","163.14","163.14","166.47","166.47","6398"
112,"903604500","159.96001","159.96001","166.08","166.08","11534"
113,"903863700","166.86","166.83","166.86","166.83","5308"
114,"903950100","165.53999","165.53999","166.19","166.19","8377"
115,"904036500","172.53","166.82001","172.53","166.82001","9514"
116,"904122900","175.13","166.66","175.13","166.66","5588"
117,"904209300","161.35001","161.35001","166.21001","166.21001","16000"
118,"904468500","171.78999","166.59","171.78999","166.59","13619"
119,"904554900","167.16","166.53999","167.16","166.53999","3108"
120,"904641300","174.05","166.56","174.05","166.56","8081"
121,"904727700","163.81","163.81","166.17","166.17","14297"
122,"904814100","159.13","159.13","166.36","166.36","14187"
123,"905073300","157.3","157.3","166.37","166.37","11445"
124,"905159700","162.55","162.55","166.21001","166.21001","14663"
125,"905246100","166.21001","166.21001","167.3","167.3","5814"
126,"905332500","163.02","163.02","167.49001","167.49001","1518"
127,"905418900","173.34","167.74001","173.34","167.74001","6889"
128,"905678100","158.99001","158.99001","168.06","168.06","13065"
129,"905764500","166.25","166.25","168.21001","168.21001","11055"
130,"905850900","174.03","168.50999","174.03","168.50999","16175"
131,"905937300","165.84","165.84","168.42","168.42","13634"
132,"906023700","169.35001","168.53","169.35001","168.53","3151"
133,"906282900","161.97","161.97","169.00999","169.00999","8408"
134,"906455700","160.73","160.73","168.17999","168.17999","15593"
135,"906542100","162.14999","162.14999","168.28","168.28","2492"
136,"906628500","174.25","166.72","174.25","166.72","15986"
137,"906887700","157.92","157.92","166.22","166.22","5662"
138,"907665300","170.96001","165.75","170.96001","165.75","13842"
139,"907751700","164.23","164.23","167.35001","167.35001","2438"
140,"907838100","166.78999","166.78999","167.48","167.48","3813"
141,"908097300","171.37","167.95","171.37","167.95","11822"
142,"908183700","169.45","167.95","169.45","167.95","14002"
143,"908270100","164.34","164.34","168.42","168.42","944"
144,"908356500","175.92999","168.69","175.92999","168.69","13194"
145,"908442900","170.42","168.75","170.42","168.75","12418"
146,"908702100","176.27","169.61","176.27","169.61","5644"
147,"909306900","161.72","161.72","170.07001","170.07001","7746"
148,"909393300","177.98","169.71001","177.98","169.71001","4797"
149,"909479700","171.96001","170.60001","171.96001","170.60001","750"
150,"909566100","161.88","161.88","171.39","171.39","6377"
151,"909652500","169.50999","169.50999","172","172","12607"
152,"909911700","168.5","168.5","172.41","172.41","9394"
153,"910084500","176.97","174.98","176.97","174.98","9306"
154,"910170900","182.69","176.81","182.69","176.81","363"
155,"910257300","177.21001","177.21001","179.28999","179.28999","9080"
156,"910516500","173.36","173.36","182.06","182.06","8639"
157,"910689300","185.09","181.67","185.09","181.67","15498"
158,"910775700","193.06","183.58","193.06","183.58","15339"
159,"910862100","190.88","183.77","190.88","183.77","11292"
160,"911121300","190.91","183.78","190.91","183.78","10444"
161,"911207700","176.94","176.94","184.17","184.17","18344"
162,"911294100","187.94","183.61","187.94","183.61","5189"
163,"911380500","185.81","185.56","185.81","185.56","7797"
164,"911466900","187.25999","187.25999","187.3","187.3","4672"
165,"911726100","179.81","179.81","188.34","188.34","18643"
166,"911812500","186.92999","186.92999","189.46001","189.46001","3945"
167,"911898900","198.98","190.74001","198.98","190.74001","1313"
168,"911985300","191.22","190.75","191.22","190.75","13703"
169,"912071700","200.53","192.89999","200.53","192.89999","7352"
170,"912330900","186.38","186.38","193.45","193.45","14523"
171,"912417300","199.67999","192.92999","199.67999","192.92999","11957"
172,"912503700","193.52","192.66","193.52","192.66","16215"
173,"912590100","196.91","192.85001","196.91","192.85001","6607"
174,"912676500","198.25999","190.55","198.25999","190.55","3649"
175,"912935700","182.7","182.7","190.47","190.47","17639"
176,"913022100","196.89999","190.52","196.89999","190.52","1312"
177,"913108500","199.45","190.67999","199.45","190.67999","10662"
178,"913194900","182.86","182.86","190.47","190.47","11117"
179,"913540500","193.58","188.87","193.58","188.87","4743"
180,"913626900","194.89","187.67","194.89","187.67","9388"
181,"913713300","182.41","182.41","187.16","187.16","13912"
182,"913799700","186.52","186.52","187.45","187.45","4148"
183,"913886100","189.53999","187.55","189.53999","187.55","16490"
184,"914145300","196.09","187.82001","196.09","187.82001","13542"
185,"914231700","187.96001","187.96001","188.35001","188.35001","18236"
186,"914318100","179.23","179.23","188.41","188.41","12957"
187,"914404500","194.22","188.85001","194.22","188.85001","10130"
188,"914490900","183.7","183.7","188.44","188.44","11509"
189,"914750100","191.77","189.72","191.77","189.72","8606"
190,"914836500","193.72","189.57001","193.72","189.57001","8139"
191,"915009300","179.55","174.97","179.55","174.97","13700"
192,"915095700","169.33","169.33","175.46001","175.46001","11012"
193,"915354900","170.06","170.06","176.49001","176.49001","14041"
194,"915441300","177.21001","176.74001","177.21001","176.74001","1791"
195,"915527700","186.39999","177.78","186.39999","177.78","2001"
196,"915614100","180.49001","178.8","180.49001","178.8","4629"
197,"915700500","175.47","175.47","179.22","179.22","17107"
198,"915959700","183.39999","180.8","183.39999","180.8","50"
199,"916132500","171.88","171.88","181.35001","181.35001","2656"
200,"916218900","189.63","181.7","189.63","181.7","13200"
201,"916305300","183.5","181.67","183.5","181.67","3388"
202,"916564500","174.97","174.97","181.05","181.05","13666"
203,"916650900","179.22","179.22","181.23","181.23","3922"
204,"916737300","187.05","181.67999","187.05","181.67999","14892"
205,"916823700","180.52","180.52","182.31","182.31","8029"
206,"916910100","184.05","182.67999","184.05","182.67999","13745"
207,"917255700","183.61","182.89","183.61","182.89","7908"
208,"917342100","191.25","181.75999","191.25","181.75999","16511"
209,"917428500","185.89999","180.59","185.89999","180.59","4337"
210,"917514900","177.08","177.08","180.03","180.03","8578"
211,"917774100","187.69","179.60001","187.69","179.60001","11951"
212,"917860500","169.78999","169.78999","179.16","179.16","15932"
213,"917946900","183.12","178.61","183.12","178.61","8206"
214,"918033300","170.47","170.47","178.46001","178.46001","11072"
215,"918119700","177.27","177.27","179.10001","179.10001","13153"
216,"918378900","174.17999","174.17999","179.36","179.36","14463"
217,"918465300","186.92999","178.66","186.92999","178.66","14956"
218,"918638100","185.42","177.61","185.42","177.61","13414"
219,"918724500","178.05","178.05","178.48","178.48","4653"
220,"919070100","172.77","172.77","179.38","179.38","827"
221,"919156500","183.2","178.94","183.2","178.94","7998"
222,"919242900","177.63","177.63","179.38","179.38","1707"
223,"919329300","186.8","178.94","186.8","178.94","2444"
224,"919588500","186.41","179.89","186.41","179.89","7139"
225,"919674900","188.66","179.64999","188.66","179.64999","10320"
226,"919761300","171.10001","171.10001","180.03","180.03","12185"
227,"919847700","185.39","179.88","185.39","179.88","11963"
228,"919934100","169.77","169.77","179.17999","179.17999","5232"
229,"920193300","179.45","178.94","179.45","178.94","8371"
230,"920366100","184.82001","178.81","184.82001","178.81","8257"
231,"920452500","177.92","177.92","178.17","178.17","16081"
232,"920538900","186.35001","177.83","186.35001","177.83","2375"
233,"920798100","175.32001","175.32001","178.34","178.34","17029"
234,"920884500","173.92999","173.92999","178.3","178.3","6823"
235,"920970900","175.60001","175.60001","178.37","178.37","829"
236,"921057300","178.27","178.27","179.02","179.02","1481"
237,"921143700","173.92","173.92","179.36","179.36","4906"
238,"921402900","175.2","175.2","180.17","180.17","2201"
239,"921489300","172.89999","172.89999","181.39999","181.39999","14280"
240,"921575700","174.78999","174.78999","182.39999","182.39999","10520"
241,"921748500","181.7","181.7","184.24001","184.24001","9627"
242,"922007700","188.53999","183.96001","188.53999","183.96001","16229"
243,"922094100","174.62","174.62","184.49001","184.49001","15463"
244,"922180500","182.53999","182.53999","184.27","184.27","10229"
245,"922266900","176.03","176.03","185.07001","185.07001","4781"
246,"922612500","191.89999","184.58","191.89999","184.58","11551"
247,"922698900","188.41","185.55","188.41","185.55","6448"
248,"922785300","189.09","186.75999","189.09","186.75999","16086"
249,"922871700","187.36","187.36","187.37","187.37","4881"
250,"922958100","180.39","180.39","183.3","183.3","13259"
251,"923217300","188.07001","184.97","188.07001","184.97","15531"
252,"923303700","194.14999","185.64","194.14999","185.64","448"
253,"923390100","181.49001","181.49001","186.03999","186.03999","11194"
254,"923476500","190.06","186.8","190.06","186.8","17522"
255,"923562900","182.03999","182.03999","186.05","186.05","16357"
256,"923822100","187.49001","186.74001","187.49001","186.74001","10959"
257,"923908500","181.7","181.7","188.10001","188.10001","5491"
258,"923994900","178.42999","178.42999","188.38","188.38","13201"
259,"924167700","188.44","188.44","189.00999","189.00999","11996"
260,"924426900","194.85001","190.88","194.85001","190.88","1278"
261,"924513300","200.17999","192.59","200.17999","192.59","8310"
262,"924599700","199.58","193.55","199.58","193.55","18470"
263,"924686100","191.09","191.09","194.07001","194.07001","9089"
264,"924772500","200.00999","192.60001","200.00999","192.60001","9386"
265,"925031700","200.78","191.83","200.78","191.83","502"
266,"925118100","195.41","192.88","195.41","192.88","12965"
267,"925290900","188.95","188.95","192.17","192.17","5385"
268,"925377300","197.61","191.82001","197.61","191.82001","7428"
269,"925636500","186.11","186.11","193.27","193.27","1798"
270,"925809300","187.95","187.95","194.07001","194.07001","5917"
271,"925895700","196.88","195.53","196.88","195.53","4814"
272,"925982100","186.96001","186.96001","196.07001","196.07001","6137"
273,"926241300","188.89","188.89","196.10001","196.10001","16241"
274,"926327700","205.27","195.89999","205.27","195.89999","3994"
275,"926414100","198.47","195.64999","198.47","195.64999","10449"
276,"926500500","202.95","196.95","202.95","196.95","1069"
277,"926586900","198.5","196.98","198.5","196.98","13235"
278,"926932500","189.66","189.66","198.36","198.36","3891"
279,"927018900","207.34","197.72","207.34","197.72","19146"
280,"927105300","202.10001","198.58","202.10001","198.58","4883"
281,"927191700","208.45","199.7","208.45","199.7","6517"
282,"927450900","198.49001","198.49001","200.36","200.36","17864"
283,"927537300","204.07001","200.88","204.07001","200.88","9820"
284,"927623700","211.22","201.52","211.22","201.52","15414"
285,"927710100","199.96001","199.96001","203.2","203.2","7099"
286,"927796500","204.73","204.73","205.32001","205.32001","9417"
287,"928055700","202.96001","202.96001","206.17999","206.17999","5100"
288,"928142100","216.7","207.77","216.7","207.77","17885"
289,"928228500","203.94","203.94","208.3","208.3","11575"
290,"928314900","207.03","207.03","209.14","209.14","4243"
291,"928401300","202.53","202.53","210","210","7255"
292,"928660500","216.49001","210.96001","216.49001","210.96001","2499"
293,"928746900","212.82001","211.94","212.82001","211.94","11783"
294,"928919700","219.66","211.85001","219.66","211.85001","8980"
295,"929006100","211.28","211.28","212.3","212.3","9554"
296,"929265300","218.92999","212.50999","218.92999","212.50999","20926"
297,"929351700","209.7","209.7","212.39","212.39","11879"
298,"929438100","211.72","211.72","212.14","212.14","18111"
299,"929524500","210.14999","210.14999","214.14","214.14","12635"
300,"929610900","226.64","217.99001","226.64","217.99001","8485"
301,"929870100","214.58","214.58","223.3","223.3","3899"
302,"929956500","224.58","224.58","226.19","226.19","15970"
303,"930042900","227.17999","227.17999","229.08","229.08","199"
304,"930129300","236.62","232.64","236.62","232.64","21516"
305,"930215700","228.46001","228.46001","233.13","233.13","13772"
306,"930474900","223.67999","223.67999","231.32001","231.32001","4276"
307,"930561300","223.17","223.17","227.37","227.37","3459"
308,"930647700","224.74001","220.78","224.74001","220.78","4566"
309,"930734100","207.08","207.08","215.14999","215.14999","12379"
310,"930820500","204.41","204.41","212.14999","212.14999","5493"
311,"931079700","220.42","212.53999","220.42","212.53999","12102"
312,"931166100","220.42999","212.92999","220.42999","212.92999","1355"
313,"931252500","208.7","208.7","213.2","213.2","13067"
314,"931338900","215.8","211.95","215.8","211.95","18583"
315,"931425300","202.88","202.88","212.16","212.16","11499"
316,"931684500","219.5","212.72","219.5","212.72","1755"
317,"931770900","216.05","213.72","216.05","213.72","16793"
318,"931857300","210.28","210.28","213.17","213.17","14406"
319,"931943700","209.60001","209.60001","216.23","216.23","597"
320,"932030100","218.25","216.92","218.25","216.92","2368"
321,"932289300","213.86","213.86","218.32001","218.32001","10088"
322,"932375700","217.61","217.61","220.03","220.03","21698"
323,"932462100","231.57001","221.92","231.57001","221.92","12060"
324,"932548500","216.35001","216.35001","225.06","225.06","17039"
325,"932634900","219.85001","219.85001","226.14999","226.14999","3543"
326,"932894100","223.03999","223.03999","228.41","228.41","11671"
327,"932980500","220.41","220.41","228.34","228.34","2035"
328,"933066900","223.71001","223.71001","227.27","227.27","20669"
329,"933153300","222.28999","222.28999","226.31","226.31","6440"
330,"933239700","216.91","216.91","226.31","226.31","15666"
331,"933498900","218.13","218.13","223.09","223.09","13627"
332,"933585300","229.03","224.78999","229.03","224.78999","21956"
333,"933671700","218.66","218.66","225.25999","225.25999","1034"
334,"933758100","227.84","225.57001","227.84","225.57001","6831"
335,"933844500","218.10001","218.10001","226.2","226.2","8438"
336,"934190100","226.67999","226.67999","227.41","227.41","21794"
337,"934276500","217.92999","217.92999","227.25999","227.25999","15444"
338,"934449300","222.63","222.63","227.10001","227.10001","11838"
339,"934708500","236.24001","227.62","236.24001","227.62","12916"
340,"934794900","234.06","227.78999","234.06","227.78999","6109"
341,"934881300","223.83","223.83","228.19","228.19","14598"
342,"934967700","219.82001","219.82001","228.19","228.19","9062"
343,"935054100","220.34","220.34","229.12","229.12","1524"
344,"935313300","219.38","219.38","228.17","228.17","3200"
345,"935399700","220.78","220.78","228.39999","228.39999","11447"
346,"935486100","234.45","228.92999","234.45","228.92999","2046"
347,"935572500","237.72","228.94","237.72","228.94","21537"
348,"936004500","227.59","227.59","229.33","229.33","9949"
349,"936090900","236.97","229.62","236.97","229.62","8066"
350,"936177300","224.56","224.56","230.41","230.41","10354"
351,"936350100","231.39","230.99001","231.39","230.99001","4594"
352,"936609300","227.39","227.39","231.39","231.39","14871"
353,"936695700","229.53999","229.53999","232.00999","232.00999","14434"
354,"936782100","241.56","231.62","241.56","231.62","4166"
355,"936868500","230.73","230.73","231.08","231.08","724"
356,"936954900","228.08","228.08","232.39999","232.39999","14336"
357,"937214100","232.81","232.81","233.39","233.39","23200"
358,"937300500","243.25999","234.73","243.25999","234.73","2931"
359,"937386900","226.53","226.53","236.45","236.45","15023"
360,"937473300","229.63","229.63","237.5","237.5","19245"
361,"937559700","229.75","229.75","239.35001","239.35001","3186"
362,"937818900","241.36","238.55","241.36","238.55","5754"
363,"937905300","248.42999","239.95","248.42999","239.95","19292"
364,"937991700","236.73","236.73","241.09","241.09","7154"
365,"938078100","246.67999","242.72","246.67999","242.72","1767"
366,"938423700","240.17","240.17","243.17999","243.17999","11494"
367,"938510100","242.50999","242.50999","244.5","244.5","3600"
368,"938596500","250.11","245.75","250.11","245.75","7768"
369,"938682900","255.64999","245.75","255.64999","245.75","3393"
370,"938769300","246.55","246.55","247.45","247.45","18335"
371,"939028500","237.56","237.56","246.09","246.09","7325"
372,"939114900","236.07001","236.07001","246.02","246.02","6442"
373,"939201300","241.16","241.16","245.32001","245.32001","10196"
374,"939287700","250.07001","243.64","250.07001","243.64","7203"
375,"939374100","247.34","244.87","247.34","244.87","5574"
376,"939633300","247.89999","244.87","247.89999","244.87","6172"
377,"939719700","253.39","245.64","253.39","245.64","14198"
378,"939806100","245.25","245.25","246.2","246.2","3197"
379,"939892500","241.89","241.89","244.16","244.16","22407"
380,"939978900","236.92999","236.92999","245.41","245.41","4943"
381,"940842900","256.32001","246.64999","256.32001","246.64999","6267"
382,"940929300","250.95","245.85001","250.95","245.85001","16319"
383,"941015700","254.11","247.61","254.11","247.61","13784"
384,"941102100","242.75","242.75","248.35001","248.35001","19563"
385,"941188500","256.91","249.72","256.91","249.72","6918"
386,"941447700","248.69","248.69","251.27","251.27","429"
387,"941534100","260.39999","253.92999","260.39999","253.92999","6485"
388,"941620500","248.91","248.91","255.00999","255.00999","5745"
389,"941706900","251.31","251.31","254.05","254.05","9156"
390,"941793300","250.03999","250.03999","255.44","255.44","3226"
391,"942311700","256.39999","255.64","256.39999","255.64","14110"
392,"942398100","246.64999","246.64999","255.44","255.44","9598"
393,"942657300","247.27","247.27","255.02","255.02","5824"
394,"942743700","258.98001","254.58","258.98001","254.58","325"
395,"942830100","253.75","253.75","256.14999","256.14999","9691"
396,"942916500","266.59","256.88","266.59","256.88","21962"
397,"943002900","262.92001","257.54999","262.92001","257.54999","3536"
398,"943262100","267.70001","259.97","267.70001","259.97","3163"
399,"943348500","250.45","250.45","259.17999","259.17999","5105"
400,"943434900","252.61","252.61","259.06","259.06","16071"
401,"943521300","263.26001","260.73999","263.26001","260.73999","13345"
402,"943607700","255.32001","255.32001","261.38","261.38","18137"
403,"943866900","270.29999","260.89001","270.29999","260.89001","24551"
404,"943953300","270.04001","260.56","270.04001","260.56","16146"
405,"944039700","267.16","257.98999","267.16","257.98999","6992"
406,"944126100","256.14999","256.14999","257.10001","257.10001","12831"
407,"944212500","265.34","257.91","265.34","257.91","17630"
408,"944471700","250.66","250.66","257.23999","257.23999","23614"
409,"944558100","256.06","256.06","256.09","256.09","13931"
410,"944644500","265.57001","255.94","265.57001","255.94","24688"
411,"944730900","261.39999","255.53","261.39999","255.53","4848"
412,"944817300","255.08","255.08","255.49001","255.49001","1370"
413,"945076500","250.12","250.12","252.07001","252.07001","17652"
414,"945162900","244.64","244.64","253.19","253.19","8632"
415,"945249300","247.41","247.41","254.3","254.3","15356"
416,"945335700","247.62","247.62","256.39999","256.39999","25579"
417,"945422100","257.35001","256.89999","257.35001","256.89999","4683"
418,"945681300","262.38","257.73999","262.38","257.73999","23569"
419,"945767700","260.45001","258.57999","260.45001","258.57999","543"
420,"945854100","265.13","259.70999","265.13","259.70999","9471"
421,"945940500","256.97","256.97","260.23001","260.23001","19720"
422,"946026900","249.52","249.52","259.45999","259.45999","18116"
423,"946286100","262.10001","260.60999","262.10001","260.60999","5793"
424,"946372500","251.25999","251.25999","261.20999","261.20999","298"
425,"946545300","263.01999","261.82001","263.01999","261.82001","10249"
426,"946631700","264.06","262.51999","264.06","262.51999","24242"
427,"946890900","252.60001","252.60001","262.5","262.5","11445"
428,"946977300","267.03","262.94","267.03","262.94","10799"
429,"947063700","270.37","264.51999","270.37","264.51999","19811"
430,"947150100","272.70999","265.76001","272.70999","265.76001","13462"
431,"947236500","275.10999","267.88","275.10999","267.88","7711"
432,"947495700","273.94","268.64999","273.94","268.64999","24756"
433,"947754900","274.67001","269.92001","274.67001","269.92001","19934"
434,"947841300","277.76001","269.88","277.76001","269.88","25127"
435,"948100500","277.70999","272.54999","277.70999","272.54999","11962"
436,"948186900","276.10999","273.94","276.10999","273.94","10933"
437,"948273300","282.01001","276.67001","282.01001","276.67001","18851"
438,"948359700","277.14999","276.95001","277.14999","276.95001","5697"
439,"948446100","268.67999","268.67999","278.32999","278.32999","27432"
440,"948705300","267.94","267.94","276.48999","276.48999","8742"
441,"948791700","280.75","275.78","280.75","275.78","17205"
442,"948878100","272.59","272.59","276.39001","276.39001","4599"
443,"948964500","273.79999","273.79999","277.16","277.16","26679"
444,"949050900","278.03","273.76001","278.03","273.76001","8651"
445,"949310100","282.22","275.78","282.22","275.78","19025"
446,"949396500","270.76999","270.76999","276.14999","276.14999","13780"
447,"949482900","270.39001","270.39001","277.20999","277.20999","11868"
448,"949569300","270.17001","270.17001","278.16","278.16","17915"
449,"949655700","288.35999","278.95999","288.35999","278.95999","26135"
450,"949914900","286.39001","278.73999","286.39001","278.73999","20937"
451,"950001300","272.89999","272.89999","282.37","282.37","26565"
452,"950087700","290.98999","290.98999","294.35999","294.35999","13488"
453,"950260500","276.87","276.87","285.29999","285.29999","13333"
454,"950519700","288.60999","288.53","288.60999","288.53","27824"
455,"950606100","309.34","301.88","309.34","301.88","12393"
456,"950692500","298.79999","291.76999","298.79999","291.76999","4776"
457,"950778900","293.01001","293.01001","295.06","295.06","17308"
458,"950865300","291.37","291.37","296.35001","296.35001","13109"
459,"951124500","287.67999","287.67999","296.42999","296.42999","13445"
460,"951210900","300.39001","297.62","300.39001","297.62","28085"
461,"951297300","302.62","302.62","311.42001","311.42001","10875"
462,"951383700","306.35999","303.60999","306.35999","303.60999","27998"
463,"951470100","310.01001","304.54999","310.01001","304.54999","16955"
464,"951729300","315.85001","306.79001","315.85001","306.79001","508"
465,"951815700","300.44","300.44","308.19","308.19","12783"
466,"951902100","321.45999","312.56","321.45999","312.56","799"
467,"951988500","323.28","315.97","323.28","315.97","27890"
468,"952074900","332.70999","332.70999","335.07001","335.07001","11266"
469,"952334100","333.64999","323.78","333.64999","323.78","1094"
470,"952420500","318.45999","318.45999","327.01001","327.01001","5231"
471,"952506900","321.64001","321.64001","327.29999","327.29999","22840"
472,"952593300","337.20999","329.81","337.20999","329.81","412"
473,"952679700","338.29001","330.89999","338.29001","330.89999","32009"
474,"952938900","326.54999","326.54999","329.20001","329.20001","26245"
475,"953025300","321.89999","321.89999","328.14999","328.14999","2868"
476,"953111700","331.48001","326.70001","331.48001","326.70001","1439"
477,"953198100","326.64999","324.95001","326.64999","324.95001","31129"
478,"953284500","323.10999","318.92999","323.10999","318.92999","20957"
479,"953543700","324.35001","318.54001","324.35001","318.54001","13124"
480,"953630100","323.01001","316.53","323.01001","316.53","2732"
481,"953716500","313.01001","313.01001","316.32999","316.32999","6213"
482,"953802900","310.45999","310.45999","318.31","318.31","23041"
483,"953889300","326.64999","321.67001","326.64999","321.67001","1062"
484,"954148500","315.84","315.84","325.14001","325.14001","32216"
485,"954234900","332.26001","326.79999","332.26001","326.79999","28036"
486,"954321300","329.13","326.78","329.13","326.78","10235"
487,"954407700","334.14001","328.75","334.14001","328.75","32667"
488,"954494100","327.12","327.12","330.06","330.06","846"
489,"954753300","321.56","321.56","328.35999","328.35999","4900"
490,"954926100","327","327","332.20001","332.20001","22247"
